Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Disney Channel Collection Vol. 1,GBA,2004,Misc,N/A,0.08,0.03,0,0,,,,,"",""
Adventure Time: The Secret of the Nameless,X360,2014,Adventure,Little Orbit,0.01,0,0,0,,,,,"",""
Trivial Pursuit,PS3,2009,Misc,Electronic Arts,0.12,0.11,0,0.05,66,13,7.1,7,EA Bright Light,E
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,Eidos Interactive,0.14,0.11,0,0.04,46,23,4.7,10,Paradox Development,M
Guild Wars: Factions,PC,2006,Role-Playing,NCSoft,0,0.01,0,0,84,39,8.5,128,ArenaNet,T
Shrek SuperSlam,XB,2005,Action,Activision,0.07,0.02,0,0,71,20,9.3,4,Shaba Games,E10+
Retro Game Challenge,DS,2007,Action,Namco Bandai Games,0,0,0.11,0,77,30,7.3,15,Indies Zero,E
Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.03,0,0.02,43,46,4.5,84,"Spark Unlimited, comcept",M
Need for Speed: The Run,PC,2011,Action,Electronic Arts,0.09,0.21,0,0.07,69,18,5.8,338,Black Box,T
The Croods: Prehistoric Party!,3DS,2013,Misc,D3Publisher,0.01,0.02,0,0,,,,,"",""
Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0,0.03,0,0.01,83,26,8.1,242,Nixxes Software,T
Murder in Venice,DS,2011,Adventure,City Interactive,0.05,0.02,0,0.01,,,,,City Interactive,E10+
The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,,,,,"",""
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,,,,,"",""
Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.03,0.02,0,0,87,21,9.1,639,Blizzard North,M
Xena: Warrior Princess,PS,1998,Adventure,Electronic Arts,0.33,0.23,0,0.04,,,,,"",""
Chrysler Classic Racing,DS,2008,Racing,Zoo Games,0.02,0,0,0,,,,,Extra Mile Studios,E
Terraria,PSV,2013,Action,Screenlife,0,0.01,0.09,0,85,17,7.8,112,Engine Software,T
NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0,0,0.05,83,24,7.7,26,EA Tiburon,E
Ultraman Fighting Evolution 3,PS2,2004,Fighting,Banpresto,0,0,0.01,0,,,,,"",""
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0,0,44,16,8.6,5,Natsume,T
Monster Trux Arenas: Special Edition,Wii,2007,Racing,Popcorn Arcade,0.04,0,0,0,,,,,"",""
Lagoon,SNES,1991,Role-Playing,Kemco,0,0,0.05,0,,,,,"",""
Saban's Power Rangers: Lightspeed Rescue,N64,2000,Action,THQ,0.29,0.06,0,0,,,,,"",""
Rampage World Tour,N64,1998,Action,GT Interactive,0.36,0.08,0,0.01,,,,,"",""
Darksiders,PC,2010,Action,THQ,0.07,0.06,0,0.02,83,18,7.8,603,Vigil Games,M
Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.09,0.01,0.03,36,45,3.7,21,SCE Japan Studio,E10+
Maximum Racing: GP Classic Racing,Wii,2010,Racing,Nordic Games,0.03,0,0,0,,,,,Nordic Games Publishing,E
RealSports Boxing,2600,1986,Sports,Atari,0.28,0.02,0,0,,,,,"",""
Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,0.05,0.04,0,0.01,60,17,5.3,4,Namco,T
Eragon,DS,2006,Action,Vivendi Games,0.13,0.02,0,0.01,63,17,7.6,13,Amaze Entertainment,T
Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,75,59,7.2,56,Namco Bandai Games,E
One Piece: Gigant Battle!,DS,2010,Fighting,Namco Bandai Games,0,0,0.36,0,,,,,"",""
Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0,0.01,0,0,73,5,6.9,55,Big Ant Studios,E
Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.15,0.05,0.04,55,57,5.5,31,Sega,E
Mike Tyson Boxing,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,44,8,,,Virtucraft,E
My Word Coach,Wii,2007,Misc,Ubisoft,0.46,0.01,0,0.04,68,8,,,Ubisoft,E
WarCraft II: The Dark Saga,PS,1997,Strategy,Electronic Arts,0.18,0.12,0,0.02,,,,,"",""
WipEout 64,N64,1998,Racing,Midway Games,0.28,0.14,0,0.01,,,,,"",""
How to Train Your Dragon 2,WiiU,2014,Adventure,Little Orbit,0.03,0.05,0,0.01,47,4,4.9,7,Torus Games,E10+
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,0,0,0.02,0,,,,,"",""
Hitman: Absolution,PC,2012,Action,Square Enix,0.03,0.17,0,0.04,79,26,7,1327,"Io Interactive, Nixxes Software",M
Classic Word Games,DS,2009,Misc,Ubisoft,0.09,0.36,0,0.06,,,,,Ubisoft,E
NBA Jam,PS2,2003,Sports,Acclaim Entertainment,0.2,0.16,0,0.05,,,,,"",""
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008,Role-Playing,Square Enix,0,0,0.05,0,,,,,"",""
Space Invaders Extreme,DS,2008,Shooter,Square Enix,0.12,0.01,0.01,0.01,85,41,7.6,16,Taito Corporation,E
X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0,0.02,55,8,8.1,8,Griptonite Games,E10+
Hero Bank 2,3DS,2014,Role-Playing,Sega,0,0,0.05,0,,,,,"",""
Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0,0.06,0,0.02,82,19,8.5,525,Black Box,T
Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,Codemasters,0.36,0.28,0,0.09,64,17,8.7,13,Dearsoft,E
Binary Domain,X360,2012,Action,Sega,0.09,0.06,0.02,0.02,74,43,8,185,Sega,M
Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,0.33,0.02,0,0.03,78,35,7.6,49,Raven Software,T
Burnout,GC,2002,Racing,Acclaim Entertainment,0.23,0.06,0,0.01,78,18,7.9,18,Criterion Games,E
Hot Wheels: World Race,GBA,2003,Racing,THQ,0.1,0.04,0,0,,,6.2,5,THQ,E
Marvel Super Hero Squad,Wii,2009,Fighting,THQ,0.3,0.03,0,0.03,49,16,6.2,14,Blue Tongue Entertainment,E10+
Looney Tunes Racing,PS,2000,Racing,Infogrames,0.16,0.11,0,0.02,71,11,,,Circus Freak,E
Hatsune Miku: Project Diva Extend,PSP,2011,Misc,Sega,0,0,0.33,0,,,,,"",""
Rune Factory: Frontier,Wii,2008,Role-Playing,Rising Star Games,0.16,0.13,0.04,0.03,79,34,8.5,39,Neverland,E10+
High School Musical 3: Senior Year,DS,2008,Misc,Disney Interactive Studios,0.63,0.76,0,0.17,,,,,"",""
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0,0.02,0,0.01,73,16,8.4,12,Compile Heart,T
Madden NFL 15,PS3,2014,Sports,Electronic Arts,1.08,0.11,0,0.27,,,2.7,13,EA Sports,E
NHL 13,X360,2012,Sports,Electronic Arts,0.51,0.1,0,0.05,83,44,6.6,86,Electronic Arts,E10+
Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.19,0.18,0,0.04,56,6,6,4,Full Fat,E10+
Mega Brain Boost,DS,2008,Puzzle,Majesco Entertainment,0.01,0,0,0,48,10,,,Interchannel-Holon,E
Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,,,,,"",""
Sid Meier's Civilization Revolution 2+,PSV,2015,Strategy,Take-Two Interactive,0,0,0.02,0,,,,,"",""
R.B.I. Baseball 2016,PS4,2016,Sports,MLB.com,0.01,0,0,0,,,,,"",""
Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.49,0.33,0,0.06,48,4,6.6,16,Runecraft,T
Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,2010,Action,Namco Bandai Games,0,0,0.09,0,,,,,"",""
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,91,74,8.7,1692,BioWare,M
GRID,PS3,2008,Racing,Codemasters,0.31,0.56,0.03,0.2,87,39,8.1,109,Codemasters,E
Flipper Critters,DS,2007,Simulation,Conspiracy Entertainment,0.03,0,0,0,60,13,,,Zen Studios,E
Supremacy MMA,PSV,2012,Fighting,505 Games,0.02,0.04,0,0.01,,,,,"",""
Madden NFL 08,XB,2007,Sports,Electronic Arts,0.22,0.06,0,0.01,76,6,6,4,EA Tiburon,E
Sid Meier's Pirates!,Wii,2010,Strategy,Take-Two Interactive,0.13,0.02,0,0.01,,,,,"",""
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,0,0,0.03,0,,,,,"",""
SimCity,PC,1988,Simulation,Maxis,0,0.02,0,0.01,64,75,2.2,4572,Maxis,E10+
Asteroids,PS,1998,Shooter,Success,0.64,0.43,0,0.07,,,,,"",""
Marginal #4: Idol of Supernova,PSV,2014,Adventure,Idea Factory,0,0,0.01,0,,,,,"",""
Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,50,14,6.5,28,Vicarious Visions,T
Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.88,0,0.32,80,46,7.6,82,EA Black Box,T
Dishonored 2,PS4,2016,Action,Bethesda Softworks,0.22,0.32,0,0.1,88,56,7.7,569,Arkane Studios,M
Azure Striker Gunvolt,3DS,2016,Action,Yacht Club Games,0.01,0,0,0,77,20,8.4,62,Inti Creates,E10+
DeathSmiles,X360,2009,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,76,29,8.4,47,Cave,T
The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015,Role-Playing,Kadokawa Shoten,0,0,0.07,0,,,,,"",""
Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,0.96,0.33,0,0.13,63,12,7.5,11,EA Bright Light,E
The Wild Thornberrys: Animal Adventures,PS,2000,Adventure,Mattel Interactive,0.1,0.07,0,0.01,,,,,"",""
"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,Eidos Interactive,0.09,0,0,0.01,78,30,7.7,17,BudCat,E
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,86,60,8.5,176,Namco,T
Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0,0,59,22,6.6,7,Hitmaker,E
Off-Road Drive,PC,2011,Racing,1C Company,0,0.03,0,0,60,10,6.4,17,Avalon Style,""
James Bond 007: Legends,PS3,2012,Shooter,Activision,0.11,0.16,0,0.07,,,,,"",""
Tales of Vesperia,PS3,2009,Role-Playing,Namco Bandai Games,0,0,0.45,0,,,,,Bandai Namco Games,""
Lunar 2: Eternal Blue Complete,PS,1999,Role-Playing,Kadokawa Shoten,0.19,0.13,0,0.02,86,12,8.9,37,Game Arts,T
MTV Celebrity Deathmatch,XB,2003,Fighting,Gotham Games,0.16,0.05,0,0.01,,,,,"",""
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,BAM! Entertainment,0.02,0.01,0,0,53,7,,,Artificial Mind and Movement,E
Orega Kantoku Da! Gekitou Pennant Race,PS2,2000,Sports,Enix Corporation,0,0,0.08,0,,,,,"",""
NFL Blitz 2001,PS,2000,Sports,Midway Games,0.33,0.22,0,0.04,70,6,,,Midway,E
F1 2013,PS3,2013,Racing,Codemasters,0.01,0.42,0.03,0.09,77,22,6.3,40,Codemasters Birmingham,E
Little Busters! Converted Edition,PS2,2009,Adventure,Prototype,0,0,0.05,0,,,,,"",""
Backyard Sports Football: Rookie Rush,DS,2010,Sports,Atari,0.16,0,0,0.01,,,,,"",""
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,Comfort,0,0,0.02,0,,,,,"",""
Rock N' Roll Racing,SNES,1993,Racing,Interplay,0,0,0.01,0,,,,,"",""
Secrets of the Titanic,DS,2012,Action,Avanquest Software,0,0.02,0,0,,,,,"",""
SingStar,PS3,2007,Misc,Sony Computer Entertainment,0.45,0.56,0,0.12,82,48,5.9,15,SCEE London Studio,T
Imagine: Salon Stylist,DS,2009,Simulation,Ubisoft,0.23,0.1,0,0.03,,,,,Playbox Limited,E
Over the Hedge,GC,2006,Platform,Activision,0.27,0.07,0,0.01,61,21,9.3,6,Edge of Reality,E10+
Vegas Party,Wii,,Misc,Unknown,0.15,0,0,0.01,33,6,,,Storm City Games,T
Sakura Wars 3: Paris wa Moeteiru ka,DC,2001,Adventure,Sega,0,0,0.33,0,,,,,"",""
Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0,0.21,88,18,8.9,18,EA Sports,E
Bahamut Lagoon,SNES,1996,Role-Playing,SquareSoft,0,0,0.62,0,,,,,"",""
Resident Evil (Remake),GC,2002,Action,Capcom,0.63,0.38,0.35,0.05,,,,,"",""
Just Cause 2,PC,2010,Action,Square Enix,0,0.1,0,0.02,84,33,7.7,838,Avalanche Studios,M
Ukiyo no Shishi,PS3,2015,Action,Namco Bandai Games,0,0,0.03,0,,,,,"",""
Rock Revolution,DS,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,,,6.8,8,"Zoe Mode, HB Studios Multimedia",E10+
MX vs. ATV: Alive,PS3,2011,Racing,THQ,0.24,0.15,0,0.07,61,41,6.7,11,THQ Digital Studio Phoenix,E
Doom 3 BFG Edition,PS3,2012,Shooter,Bethesda Softworks,0.26,0.21,0,0.1,67,16,6.4,107,id Software,M
Advent Rising,XB,2005,Action,THQ,0.1,0.03,0,0,68,50,7.5,68,GlyphX Games,T
Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01,,,,,"",""
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0,81,42,8.8,17,Sumo Digital,E
Just Dance 2015,PS3,2014,Misc,Ubisoft,0.13,0.08,0,0.04,,,6.8,4,Ubisoft,E10+
Exit,PSP,2005,Puzzle,Ubisoft,0.07,0,0,0.01,77,36,7.7,13,Taito Corporation,E
Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0,0.33,,,,,"",""
Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012,Action,Broccoli,0,0,0.01,0,,,,,"",""
Mary-Kate and Ashley: Crush Course,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,,,,,"",""
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0,0.02,23,39,3,211,Ubisoft,T
Backyard Baseball,GBA,2002,Sports,Atari,0.31,0.11,0,0.01,,,,,"",""
Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,78,71,6.2,82,Project Aces,T
Cabela's Monster Buck Hunter,Wii,2010,Sports,Activision,0.57,0,0,0.03,,,,,FUN Labs,T
Hummer Badlands,XB,2006,Racing,Global Star,0.01,0,0,0,44,7,6,5,Eutechnyx,E
Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.02,0,0.01,,,,,"",""
Resident Evil 4,Wii,2007,Action,Capcom,1.32,0.56,0.14,0.2,,,,,"",""
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,93,52,9.1,271,Criterion Games,T
Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,,,,,"",""
Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0,0,0.03,0,,,,,"",""
Army of Two,X360,2008,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,72,76,7.6,233,EA Montreal,M
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.03,,,,,"",""
Yoostar2,PS3,2011,Misc,Unknown,0.04,0.04,0,0.02,54,15,,,Blitz Games Studios,T
Beijing 2008,PS3,2008,Sports,Sega,0.14,0.54,0.01,0.18,,,,,"",""
Pikmin 2,GC,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03,90,54,9.1,137,Nintendo,E
Dragon Zakura DS,DS,2007,Misc,Electronic Arts,0,0,0.01,0,,,,,"",""
Ro-Kyu-Bu! Secret Photo Op,PSV,2014,Adventure,Kadokawa Games,0,0,0.01,0,,,,,"",""
World Championship Poker,XB,2004,Misc,Crave Entertainment,0.37,0.11,0,0.02,66,7,,,Coresoft,E
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,0,0,0.04,0,,,,,"",""
Shrek Swamp Kart Speedway,GBA,2002,Racing,TDK Mediactive,0.22,0.08,0,0.01,27,5,8.9,19,Prolific,E
A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink,0,0,0.03,0,,,,,"",""
Pony Friends 2,Wii,2009,Simulation,Eidos Interactive,0.03,0.04,0,0.01,,,,,Tantalus Interactive,E
Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.27,0,0.07,,,,,"",""
Descent Maximum,PS,1997,Shooter,Interplay Productions,0.05,0.04,0,0.01,,,,,"",""
Iron Man,DS,2008,Action,Sega,0.35,0.12,0,0.05,56,10,7,4,Artificial Mind and Movement,E10+
Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,83,70,7.7,263,EA DICE,T
Zero: Tsukihami no Kamen,Wii,,Action,Nintendo,0,0,0.08,0,,,,,Grasshopper Manufacture,""
Disney Princess: Enchanting Storybooks,Wii,2011,Misc,THQ,0.25,0.1,0,0.03,,,,,Page 44 Studios,E
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0,0.14,87,29,8.6,53,Ubisoft Montreal,M
Little League World Series Baseball 2009,Wii,2009,Sports,Activision,0.14,0,0,0.01,,,,,Now Production,E
Pimp My Ride: Street Racing,DS,2009,Racing,Activision,0.03,0,0,0,,,,,Virtuos,E
Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.18,0.33,0,0.04,70,10,3,1463,"Ubisoft, Ubisoft Montreal",M
Custom Robo,N64,,Role-Playing,Nintendo,0,0,0.29,0.04,,,,,"",""
The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0,0.01,,,,,"",""
The Legend of the Mystical Ninja,SNES,1991,Adventure,Konami Digital Entertainment,0,0,0.48,0,,,,,"",""
Making History: The Great War,Wii,2010,Strategy,Namco Bandai Games,0,0,0.15,0,,,,,"",""
Ghost Rider,PSP,2007,Action,Take-Two Interactive,0.22,0,0,0.02,49,17,5.7,13,Climax Group,T
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.05,0,0,0,65,18,7.9,13,Ninja Studio,T
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,0,0,0.02,0,,,,,"",""
Shrek Smash n' Crash Racing,PSP,2006,Racing,Activision,0.08,0,0,0.01,,,9.3,4,Activision,E
Bionic Commando,X360,2009,Platform,Capcom,0.12,0.12,0.01,0.03,70,65,7.3,87,GRIN,M
Street Fighter X Tekken,PS3,2012,Fighting,Capcom,0.42,0.21,0.1,0.09,84,51,5.3,191,Capcom,T
Crossroad Crisis,PS,2000,Puzzle,Success,0.01,0,0,0,,,,,"",""
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,0,0,0.06,0,,,,,"",""
Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0,0.02,0,0,77,12,7.2,11,Revolution Software,T
Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0,0.01,,,,,"",""
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0,0,0.06,0,,,,,"",""
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Adventure,Disney Interactive Studios,0.39,0.21,0,0.06,,,,,"",""
Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,Racing,THQ,0.08,0.05,0,0.01,70,8,,,Funcom,T
Battlefield 1,XOne,2016,Shooter,Electronic Arts,1.28,0.77,0,0.2,87,37,8.2,440,EA DICE,M
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0,0,0.01,60,14,8.4,50,Krome Studios,""
Ms. Pac-Man,2600,1981,Puzzle,Atari,1.54,0.1,0,0.02,,,,,"",""
Stuntman,GBA,2003,Racing,Atari,0.03,0.01,0,0,77,8,,,Atari,E
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.11,0.56,0,0.18,71,18,7.9,75,Krome Studios,T
Wasteland 2,PS4,2015,Role-Playing,Deep Silver,0.08,0,0.02,0.02,,,,,"",""
Tenchu 2: Birth of the Stealth Assassins,PS,2000,Action,Activision,0.32,0.22,0,0.04,77,14,8.7,32,Acquire,M
Ishin no Arashi: Shippuu Ryuumeden,DS,2010,Strategy,Tecmo Koei,0,0,0.01,0,,,,,"",""
Heisei Kyouiku linkai DS,DS,2006,Misc,Namco Bandai Games,0,0,0.21,0,,,,,"",""
Pac-Man All-Stars,PS3,2011,Fighting,Namco Bandai Games,0.2,0.07,0.04,0.04,,,,,"",""
Bruce Lee: Quest of the Dragon,XB,2002,Fighting,Universal Interactive,0.23,0.07,0,0.01,32,24,2.4,10,Ronin Entertainment,T
Bookworm,DS,2009,Puzzle,PopCap Games,0.3,0.01,0,0.02,80,5,,,PopCap,E
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.1,0.06,0,0.02,51,5,5.3,4,Papaya Studios,E10+
N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd,0.09,0.06,0,0.01,,,,,"",""
Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,84,87,8.9,1548,Monolith Soft,T
Kamen Rider: Battride War II,PS3,2014,Action,Namco Bandai Games,0,0,0.1,0,,,,,"",""
MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0,0.25,80,18,9.2,46,Rainbow Studios,E
Kamigami no Asobi InFinite,PSV,2016,Adventure,Broccoli,0,0,0.01,0,,,,,"",""
NHL 17,PS4,2016,Sports,Electronic Arts,0.19,0.08,0,0.06,78,26,5.8,67,"EA Canada, EA Vancouver",E10+
DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.52,0,0.19,87,63,8.2,94,Codemasters,T
Catwoman,PS2,2004,Action,Electronic Arts,0.08,0.06,0,0.02,46,35,6.9,13,Argonaut Games,T
Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Action,Nintendo,0.05,0.21,0.25,0.02,,,,,"",""
Reel Fishing: The Great Outdoors,PSP,2006,Sports,Natsume,0.05,0,0,0,,,,,Natsume,E
Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.02,0,0.01,52,23,6.5,30,Gaijin Entertainment,M
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006,Misc,Shogakukan,0,0,0.2,0,,,,,"",""
LEGO Marvel's Avengers,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.02,0.07,0,0.03,,,6.6,13,TT Games,E10+
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,69,21,6.6,222,Square Enix,T
Bratz: Super Babyz,DS,2008,Action,THQ,0.26,0,0,0.02,50,4,,,Creat Studios,E
Chuck E. Cheese's Playhouse,DS,2010,Misc,UFO Interactive,0.05,0,0,0,,,,,UFO Interactive,E
Iron Man,PSP,2008,Action,Sega,0.46,0.09,0,0.09,44,7,6.5,16,Artificial Mind and Movement,T
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0,0.01,49,7,5.1,13,"Namco Bandai Games, Monkey Bar Games",E10+
WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0,0.13,,,,,"",""
Hot Wheels World Race,PS2,2003,Racing,THQ,0.21,0.16,0,0.05,55,5,7.7,9,Climax Group,E
Langrisser: Re:Incarnation Tensei,3DS,2015,Role-Playing,Extreme Entertainment Group,0.02,0,0.01,0,,,,,"",""
Petz: Saddle Club,PSP,2009,Simulation,Ubisoft,0.08,0,0,0.01,,,,,Ubisoft,E
Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,4.15,1.9,0.06,0.64,93,90,7.7,2739,Epic Games,M
Kenka Bancho Otome,PSV,2016,Action,Screenlife,0,0,0.03,0,,,,,"",""
Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.05,0,0,0.01,55,25,,,Psyonix,T
K-1 Grand Prix,PS,1999,Fighting,Jaleco,0.01,0.01,0,0,,,,,"",""
Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,0.22,0.06,0,0.01,56,22,8.4,9,Konami,E
Miracle Girls Festival,PSV,2015,Misc,Sega,0,0,0.06,0,,,,,"",""
ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,0.41,0.32,0,0.11,68,19,,,Acclaim,E
Lupin the 3rd: Treasure of the Sorcerer King,PS2,2002,Adventure,505 Games,0.02,0.02,0.25,0.01,67,16,,,Banpresto,T
Super Bust-A-Move,GBA,2001,Puzzle,Ubisoft,0.03,0.01,0,0,77,9,,,Taito Corporation,E
Majesty 2: The Fantasy Kingdom Sim,PC,2009,Simulation,Paradox Interactive,0.01,0,0,0,72,31,7.3,129,"1C, Ino-Co, 1C Company",T
LEGO Bionicle,GBA,2001,Platform,LEGO Media,0.04,0.02,0,0,,,,,Saffire,E
Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0,0.01,,,,,"Majesco Games, Majesco",E
Robotron X,PS,1996,Shooter,GT Interactive,0.05,0.03,0,0.01,,,,,"",""
Raw Danger!,PS2,2006,Action,505 Games,0.02,0.01,0,0,,,,,"",""
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005,Misc,THQ,0.19,0.06,0,0.01,,,,,"",""
Theme Park Roller Coaster,PS2,2000,Strategy,Electronic Arts,0.23,0.18,0,0.06,82,11,7.9,17,Bullfrog Productions,E
Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,0.06,0.14,0.07,0.05,67,36,6.3,18,Codemasters,M
Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.41,0.07,0,0.07,68,11,7.6,14,Page 44 Studios,T
Disney's Treasure Planet,GBA,2002,Action,Ubisoft,0.2,0.07,0,0.01,68,6,,,Disney Interactive,E
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0,0.04,0,0.01,78,34,8.7,279,LucasArts,T
Grand Theft Auto: Vice City,PS2,2002,Action,Take-Two Interactive,8.41,5.49,0.47,1.78,95,62,8.7,730,Rockstar North,M
Shining Force CD,SCD,1994,Strategy,Sega,0,0,0.14,0,,,,,"",""
Pro Yaky? Spirits 2012,PS3,2012,Sports,Konami Digital Entertainment,0,0,0.19,0,,,,,"",""
Yggdra Union: We'll Never Fight Alone,GBA,2006,Role-Playing,Sting,0,0,0.03,0,,,,,"",""
Super Meat Boy: Ultra Edition!,PC,2011,Platform,Unknown,0,0.02,0,0.01,,,,,"",""
